Age,GenderID,AnnualIncome,OccupationID,ProductTypeID,LocationID,FamilyAssets,Purchased
3,0,215320,2,3,1,3339371,1
15,1,77143,8,4,3,500158,0
4,1,245782,2,2,2,4446220,0
23,1,216089,5,9,1,1084011,1
70,1,249631,3,6,5,3062816,1
44,1,95211,1,7,7,1379103,1
38,1,67748,7,3,2,966112,1
14,0,139101,6,0,3,1926174,0
76,1,31246,0,2,2,273120,0
28,1,113393,2,8,0,1386342,1
63,0,24325,9,2,0,197775,0
56,0,127718,2,4,2,2462929,1
32,0,227674,8,6,0,3241878,1
43,1,138721,4,1,3,714497,1
75,1,198946,7,9,7,1409443,1
41,1,244589,7,2,3,3100873,1
30,1,143780,6,9,2,2204118,1
14,1,150160,9,2,4,904799,0
80,1,60185,2,5,7,436648,0
42,0,165596,9,9,1,3146648,1
21,1,222519,3,6,6,3240291,1
29,1,65956,2,1,0,641141,1
38,1,209548,3,8,6,1651986,1
3,0,41283,2,9,1,378101,0
27,0,15738,2,7,0,331223,0
25,0,211495,8,8,1,1623910,1
12,0,137874,1,7,2,1836893,0
67,0,129783,9,8,0,924937,1
73,0,131284,6,8,6,2498141,1
23,1,52000,5,0,6,781858,1
34,0,208684,3,7,6,2857583,1
47,1,50910,5,9,1,683591,1
66,1,121688,6,2,4,1127549,1
32,1,173282,7,3,1,2006203,1
20,1,60551,4,9,6,560854,1
22,0,223328,4,3,0,1364528,1
46,0,11408,0,9,1,196853,0
49,1,119268,8,0,6,969211,1
0,1,157950,3,5,6,2674466,0
13,1,89311,5,1,2,347541,0
17,1,209304,6,9,4,3024377,0
5,0,47170,4,8,6,454844,0
28,1,167745,9,5,4,2763443,1
56,1,43541,6,3,6,217848,0
63,1,97780,8,8,7,1663824,1
2,1,88590,2,5,7,398797,0
53,1,145678,4,4,5,2065211,1
66,1,183925,6,2,1,1679750,1
8,1,103302,3,7,2,1972287,0
5,0,31395,1,3,6,348569,0
18,0,36014,5,8,0,412819,0
8,1,53923,2,6,0,1105357,0
26,1,151056,1,2,7,806508,1
44,0,240941,9,6,1,3736089,1
72,1,219047,1,4,3,1557229,1
6,1,13212,5,1,0,211460,0
71,1,93482,6,6,4,895088,0
3,1,175091,9,0,2,2613404,0
18,0,70531,7,7,0,1191458,1
1,1,134494,3,8,4,2464362,0
31,1,175938,3,0,3,3017980,1
59,0,99460,9,2,0,1822802,1
70,0,246373,5,3,0,3217489,1
20,1,160657,2,1,4,2107849,1
32,1,219896,6,5,6,3226087,1
12,1,75642,6,9,3,616654,0
65,1,15580,8,0,1,264651,0
29,0,49015,1,8,4,689883,1
79,0,213225,8,9,5,1969044,1
11,1,239303,5,4,3,4159547,0
57,0,46744,9,3,7,408745,0
77,0,159748,6,9,0,3041098,1
15,1,130403,4,2,6,1366819,0
77,1,104315,8,1,1,850195,0
39,0,78860,8,4,5,1169613,1
0,0,165183,1,8,4,3007145,0
44,1,244534,8,9,4,4193418,1
23,1,200732,7,6,7,1834320,1
27,1,112785,3,5,7,1529556,1
74,1,112601,7,9,0,1783318,1
48,0,66965,7,1,4,1227655,1
45,0,12673,1,6,3,71585,0
34,1,173572,3,5,6,1843489,1
38,1,31173,5,8,0,589625,0
46,1,99023,4,3,4,1610118,1
28,1,188043,1,6,5,3318244,1
60,1,219190,1,8,2,2274442,1
30,1,31832,7,5,5,581836,1
21,1,55520,3,9,4,1052286,1
55,1,10244,2,3,7,29261,0
7,1,200791,3,3,3,1069689,0
26,1,120188,4,3,3,2341575,1
37,0,14176,3,3,5,116499,0
58,1,83927,2,1,1,885365,0
76,1,98242,1,7,0,1857541,0
53,1,95970,8,0,7,863583,0
12,1,247011,5,9,5,4070704,1
36,1,157765,7,9,4,952139,1
33,0,188438,7,2,4,1105849,1
78,1,71710,6,3,2,1169720,1
19,0,38605,0,8,6,296517,0
72,0,143997,7,8,0,2726664,1
80,1,225155,8,5,6,3046470,1
19,1,174334,2,7,1,1454065,1
80,0,193954,8,7,5,1801750,1
17,1,198869,0,0,3,3683038,0
55,0,23686,6,9,1,298327,0
6,1,73308,5,5,4,873976,0
77,1,228043,2,8,4,4185457,1
38,0,53060,3,4,7,416254,0
16,0,243208,9,5,5,2900417,0
21,0,95751,2,7,6,568568,0
24,1,66063,3,6,5,387710,1
52,0,88513,5,6,4,1232136,1
38,1,96379,7,2,2,828153,1
46,1,130926,9,3,1,1585233,1
42,1,126916,4,3,6,2452504,1
42,0,41335,6,3,2,350631,1
10,1,98294,2,7,0,1606228,0
46,1,123926,2,6,7,1685181,1
32,0,64862,2,8,5,1075391,1
64,1,238627,7,4,4,3071058,1
5,1,239164,8,9,0,1448439,0
6,1,131449,6,1,2,979975,0
30,0,181475,0,3,4,2939117,1
43,1,58481,7,1,7,1114363,1
74,0,84474,5,4,5,772969,0
10,1,188530,5,8,4,3697649,0
68,1,52628,5,0,6,660060,0
20,0,18539,1,5,3,254972,0
24,0,171696,9,9,2,1092502,1
53,0,157722,4,5,5,2354091,1
52,0,187398,8,7,7,3372822,1
10,1,136462,1,6,4,967622,0
12,1,133371,7,2,2,2625247,0
71,1,72708,5,6,6,1144579,0
77,1,34496,1,1,2,550043,0
17,1,191051,5,3,5,2630477,0
24,1,213789,5,4,4,2452664,1
40,1,125256,9,6,4,1943393,1
71,1,79918,7,5,7,1071401,1
39,0,92427,6,2,2,977604,1
37,1,14870,0,2,3,328723,0
37,1,245131,4,1,3,1686146,1
2,0,143678,2,6,1,2103026,1
42,0,108318,1,1,7,862428,1
71,1,127985,8,0,0,2181446,1
37,1,188872,6,8,1,1370746,1
39,0,26040,1,4,2,406064,0
23,1,219955,1,6,4,2873350,1
5,0,83062,3,3,4,891156,0
37,0,14595,7,2,2,217893,1
44,1,232360,8,2,0,3463301,1
35,0,77471,0,5,5,1394012,1
26,0,148138,7,7,4,2135760,1
73,1,183549,8,7,2,1603465,1
76,0,194461,8,2,7,1032841,1
32,1,156246,9,6,4,1003782,1
56,0,215309,5,7,3,3294653,1
26,1,134403,1,7,4,2111047,1
68,1,93824,5,6,4,1589787,1
15,0,238354,2,4,0,3385873,0
22,0,248013,0,8,2,1430008,1
54,0,90591,5,4,7,582218,0
44,0,211550,8,0,7,3229846,1
27,0,27177,7,4,0,530376,0
29,0,168757,6,4,3,2744664,1
16,0,214274,0,8,5,4216906,1
72,0,98377,3,6,6,1054857,1
18,1,157030,6,3,2,2162576,1
33,0,57963,6,6,3,792201,1
62,0,247439,4,1,6,2349043,1
7,1,40484,3,8,4,468341,0
69,1,63790,4,8,4,710369,0
44,0,99001,6,3,1,679768,0
5,1,238530,2,2,4,3313241,1
29,1,130675,1,7,7,762382,1
64,0,121153,4,9,7,1368969,1
46,1,198335,3,5,0,2958452,1
36,0,198507,2,0,0,2505757,1
38,1,116759,2,1,4,1583987,1
63,1,139745,4,2,7,1843817,1
1,1,159747,0,3,1,3176456,1
46,0,144464,2,0,7,1546942,1
21,0,64091,3,5,6,1147079,1
51,1,221763,4,7,5,2955601,1
9,0,135172,7,0,5,1684408,1
73,1,245637,1,2,0,3792300,1
42,1,78358,4,6,1,934177,1
69,0,170744,8,7,2,3339477,1
61,1,180608,3,4,6,3229137,1
55,1,226799,0,1,3,2719989,1
49,0,175632,6,7,3,1563875,1
33,0,76480,0,3,7,426013,1
49,0,187561,1,8,3,1642447,1
78,1,83809,7,6,4,1274992,1
33,0,149227,5,2,0,2402578,1
15,0,104075,8,8,1,767873,0
23,0,139587,4,7,4,1145196,1
7,1,45548,3,5,0,679370,0
41,1,14297,3,1,3,142550,0
52,0,163325,6,5,0,1994401,1
80,0,207156,2,4,1,2259648,1
4,0,215598,6,3,0,1784545,0
41,1,210609,0,9,7,2652094,1
41,1,97725,9,2,5,688810,1
39,0,161168,1,3,2,1175067,1
45,0,128384,7,1,5,1919550,1
38,0,36465,0,0,5,191609,0
51,0,65178,2,8,1,1098411,1
71,1,127353,2,7,3,1600046,1
67,0,26442,5,8,5,208160,0
8,0,230422,7,3,0,4210382,0
0,1,168329,6,5,2,2116116,0
6,1,104593,4,0,7,2056124,0
74,1,78868,7,8,4,814606,0
78,0,141007,8,7,3,1524289,1
73,1,199432,9,2,5,1613012,1
49,1,118049,5,7,4,1610979,1
2,0,196988,9,8,2,2556680,0
79,1,189671,1,8,2,2671331,1
12,1,13577,7,4,4,305746,0
73,1,117345,8,5,7,819327,0
51,1,36883,0,8,6,484179,0
60,0,118982,2,0,5,548461,1
43,1,27745,9,3,5,175113,0
1,1,25389,1,8,6,277953,0
60,1,119762,3,8,7,956244,1
5,1,152063,8,2,4,821639,0
74,0,25729,5,6,5,516400,0
30,1,14507,1,1,1,175775,0
65,1,62044,0,2,2,687435,0
31,1,32525,0,3,1,172814,1
42,0,33504,7,3,1,485614,0
51,1,176811,0,9,6,2793751,1
75,0,126985,7,8,4,1263448,1
8,0,191731,0,5,3,2698822,0
36,0,145162,9,1,0,1899648,1
30,0,215134,3,7,1,1548548,0
19,1,124012,7,0,5,2214053,1
28,1,15631,8,6,5,174949,0
66,0,163652,0,9,4,2203620,0
18,1,134478,8,0,1,1055344,1
76,1,203877,4,1,3,2909296,0
41,1,49423,8,1,1,888479,1
36,0,177797,3,8,6,1991203,1
73,1,70067,3,3,3,759074,0
70,0,239723,9,2,6,4301435,1
31,0,168147,1,9,5,3274017,1
33,1,100450,7,6,1,925219,0
12,0,135613,2,2,6,1656392,0
2,1,84258,8,5,2,1011639,0
13,1,162206,8,9,7,2012985,0
61,0,72014,5,5,5,1444847,1
28,0,198362,5,6,6,2624293,1
9,0,18163,5,9,3,289173,0
56,1,92911,9,8,3,1860138,1
5,0,150736,6,8,4,2663097,1
74,0,14521,5,7,7,160279,0
55,1,63257,6,0,0,1010821,1
21,0,94358,4,9,0,1646569,1
18,1,210671,8,2,4,2095278,1
14,1,98747,0,4,3,401647,0
80,0,90946,3,5,0,1127087,1
41,1,11532,4,8,2,163426,0
18,0,62168,1,0,7,803597,1
47,1,89417,5,2,2,889333,1
47,1,214196,4,5,3,3085744,1
4,1,97063,3,4,4,1828265,0
45,0,38702,1,9,6,420649,0
53,0,242843,9,3,1,3784717,1
26,0,169504,5,7,2,1016902,1
60,1,31881,7,9,1,516889,0
44,1,108706,9,4,0,497169,1
64,0,64812,9,6,1,936556,1
10,1,142689,0,5,5,2149604,0
76,0,227125,6,6,1,2687086,1
48,0,153342,3,9,0,3035767,1
7,0,215853,6,0,4,2007383,0
78,1,66630,8,0,5,596153,0
38,0,62236,8,9,2,346337,1
44,0,168070,5,8,3,991636,1
50,1,148515,2,0,6,2668378,1
19,1,161601,7,9,1,1910264,1
42,1,171430,3,6,4,1554377,1
53,0,50449,6,2,2,590887,1
63,1,204195,5,1,7,1996730,1
15,1,191353,9,0,6,1391117,0
62,0,173674,4,1,6,3406397,1
33,0,109254,8,6,2,762174,1
3,0,200304,2,7,3,1405616,0
58,0,30239,7,6,3,312044,0
50,0,53290,8,9,3,1009230,1
64,1,183872,3,1,4,3664558,1
78,0,158382,6,5,1,3083811,1
3,0,230394,1,6,6,2477761,0
47,0,100352,5,5,3,1873855,1
48,1,186173,5,5,0,3432238,1
58,0,151705,4,2,5,2079286,1
30,0,90382,9,7,2,857381,0
21,0,176643,7,0,3,1173286,1
39,0,149558,3,5,2,1752929,1
36,1,195604,1,1,0,2459885,1
77,0,184272,3,9,2,2094398,1
11,0,86034,4,0,5,1402366,0
60,1,115722,1,4,7,522741,1
64,1,30927,7,0,5,350127,0
33,0,44370,3,8,3,732656,1
66,0,89324,3,8,4,1507980,1
13,1,151503,8,7,2,1750099,1
38,1,193999,0,6,0,2857491,1
76,0,60697,4,2,0,584395,0
80,0,214955,4,3,4,2107038,1
74,1,44142,0,7,0,752057,1
28,1,46660,1,6,4,696990,1
50,0,27809,5,1,0,269021,1
53,1,99119,4,6,3,657199,0
22,0,148241,6,8,1,2750139,1
66,0,222550,5,7,1,1621591,1
44,1,209151,2,3,7,3524271,1
42,1,176391,8,0,0,2337961,1
3,1,113153,3,8,4,1453391,0
70,1,69886,5,7,6,877777,0
67,1,85033,2,0,5,1669485,0
13,1,223558,5,5,4,2843315,0
20,0,231288,3,8,4,2026941,1
41,0,168187,0,4,6,1321421,1
80,1,173878,0,8,4,970253,1
34,1,194249,3,2,5,1717452,1
51,1,14158,6,2,1,373229,0
21,1,220190,6,8,3,2086682,1
29,0,125013,6,3,2,1910870,1
33,0,194588,6,4,5,3602539,1
29,0,155250,7,8,2,2843699,1
38,1,243589,3,2,3,1269458,1
57,0,82652,2,4,2,967362,0
15,1,92055,6,2,2,1748767,0
75,0,137781,5,1,1,2277274,1
73,0,236406,2,5,2,2420227,1
73,0,159741,0,5,6,1967362,1
26,0,199672,6,4,7,1953958,1
25,1,231746,4,2,3,3504863,1
58,0,197650,1,2,2,2543926,1
8,1,18724,0,9,4,324986,0
61,1,239176,9,9,3,1852564,1
28,0,183074,9,3,3,3460818,1
14,1,242033,0,5,1,2562648,0
33,1,114162,7,2,7,731629,1
54,1,154353,5,2,6,1942071,1
66,1,24281,7,7,2,140488,0
10,1,156918,2,3,3,1263798,0
3,0,90337,0,6,0,1719866,0
37,0,208579,4,6,3,3594162,1
3,0,151248,3,3,1,2048337,0
67,0,203269,2,7,7,3523385,1
34,0,90145,5,7,3,483298,1
9,1,183572,6,6,0,1016264,0
12,0,67072,9,6,5,1099126,1
32,1,87755,6,9,0,1286595,1
13,0,149334,8,1,7,2140859,0
1,1,62092,7,0,3,655233,0
3,1,182606,8,8,6,2382625,0
69,0,101414,0,8,6,1915875,1
65,0,20663,8,0,3,228462,0
51,1,114922,4,7,6,1355444,1
70,1,40694,4,4,7,768713,0
17,1,186969,2,6,4,2439890,0
17,0,224680,9,0,2,1396207,1
47,0,204855,7,7,1,2974079,1
51,0,105825,8,1,2,611549,1
60,0,101005,9,8,2,1240364,1
22,0,104817,6,6,5,1608383,1
57,1,231099,7,0,2,4112919,1
57,0,60859,7,9,3,258163,1
32,0,71779,7,1,4,576370,1
78,0,172495,5,2,1,996598,1
67,1,193786,1,1,7,3064233,1
75,1,152037,5,1,6,1269555,1
74,1,190964,8,9,2,3620832,1
52,0,198349,6,8,6,3941513,1
55,0,229015,0,2,5,3268730,1
23,0,26652,9,2,2,314990,1
30,1,134269,2,2,0,2473961,1
51,1,116598,6,4,4,871766,1
47,0,86202,7,4,2,538895,1
4,1,165955,1,2,3,2563282,0
26,0,31536,0,9,4,151546,0
48,0,134233,0,7,7,1205840,1
50,0,232352,7,8,0,4202549,1
72,1,199692,9,7,3,1460215,1
60,1,125158,3,9,7,1169317,1
4,0,60300,7,6,7,1022664,0
5,1,44111,1,9,0,415224,0
38,0,96916,3,8,4,1604142,1
0,1,165197,9,8,3,3000998,0
22,0,194492,0,2,2,1473625,1
74,1,104978,0,5,0,1572590,1
30,0,52967,2,0,4,918470,1
11,0,12589,5,1,0,194275,0
42,0,112605,1,6,2,1779474,1
73,0,147022,2,4,2,1406493,1
72,1,213574,7,9,5,2291120,1
21,1,63205,0,1,4,1160244,1
17,0,157211,5,5,6,1832666,1
44,0,52837,1,6,1,377065,1
61,1,107639,4,7,2,599431,1
49,1,229393,1,4,5,3845776,1
5,0,163588,8,6,3,1645767,0
10,1,220704,3,9,0,3512018,1
0,1,149201,1,9,1,1443976,1
41,0,242415,7,9,4,1567985,1
49,0,105561,6,9,5,1306069,1
74,1,119588,4,8,5,1656021,0
52,1,55111,2,9,7,860809,1
37,0,114570,8,7,7,1841348,1
4,1,182425,2,9,3,2115114,0
63,0,231767,4,3,0,1586514,1
6,0,232182,1,0,7,3925146,0
46,1,155749,1,3,6,1211787,1
43,1,59212,6,0,5,753864,1
55,0,58503,5,8,3,1222131,1
54,0,82832,0,3,4,574076,0
57,0,226112,4,1,4,3932773,1
40,0,202644,4,8,5,2731964,1
63,0,174772,0,1,5,1583151,1
4,1,162308,5,6,0,886660,0
30,0,138925,2,3,5,2046008,1
49,1,203198,5,7,7,2984193,1
69,1,34512,0,2,7,419953,0
39,0,234600,2,7,5,2140818,1
53,0,57452,7,6,0,395896,1
65,1,126003,8,4,5,816289,0
56,0,223056,8,8,0,1772498,1
3,0,131270,3,9,5,2275172,0
51,0,87259,5,1,2,549310,1
21,1,93481,4,0,5,585673,1
13,0,12118,6,8,2,118601,0
14,0,249139,9,9,6,3726952,0
73,1,173324,2,9,1,3352583,1
16,0,244257,4,5,0,2743890,0
43,1,241322,4,6,1,3073779,1
21,1,167213,7,3,5,1761966,1
73,0,237222,7,4,3,4660629,1
71,0,208879,8,4,2,1286049,1
52,0,15462,1,5,0,128711,0
38,0,40750,3,1,7,847419,0
58,1,102663,8,0,7,1507651,1
70,0,117187,8,2,3,1351288,1
74,0,235683,5,7,4,3423139,1
62,1,240618,5,2,1,1301913,1
79,0,65262,8,2,3,1197066,1
38,1,28409,0,7,6,198715,0
0,0,190763,8,1,0,3490331,0
48,0,25784,4,0,1,509078,0
13,1,239423,5,7,0,3744508,1
35,0,247307,1,8,4,2018079,1
51,1,185022,0,9,4,1599569,1
42,1,43519,3,5,3,707275,1
4,0,114471,3,4,4,1419140,0
10,1,53095,8,5,7,409900,0
46,0,179899,1,4,2,1766395,1
3,0,219676,2,4,1,1868463,0
49,1,128209,0,9,1,2286894,1
58,1,108979,3,8,5,790591,0
4,0,178862,8,5,4,2930130,0
6,1,177243,2,4,3,2546998,1
17,0,119813,2,1,4,1199730,0
14,0,211958,9,5,7,3730737,0
25,0,244236,0,2,0,4097541,1
55,0,11299,7,0,1,252440,1
42,0,165581,6,0,1,895524,1
54,1,82618,6,6,2,1617497,1
29,0,159752,9,9,7,1526756,1
60,0,187485,9,5,4,2748823,1
30,0,198765,5,3,1,1923788,1
44,1,122858,7,9,2,1204654,1
44,0,209891,1,7,1,1323624,1
31,1,129133,7,4,7,1418200,1
19,0,167511,7,3,3,1836377,0
25,1,185785,2,9,4,2875298,1
33,1,224460,5,6,2,2561198,1
29,1,21957,5,5,7,77909,0
7,1,215714,7,0,1,2688073,0
18,1,19780,7,1,5,135882,0
53,0,229378,7,7,2,2086602,1
42,0,96706,4,5,2,1346872,1
56,0,186239,8,1,6,2287703,1
2,1,34067,1,5,1,358919,0
19,1,227877,4,8,7,4138493,1
28,1,177157,6,9,6,3132741,1
25,0,112035,3,9,3,1731817,1
21,0,217940,8,2,7,2966233,1
12,1,96755,6,1,5,604537,0
20,0,133208,3,9,6,1528968,0
76,0,224292,6,9,5,1710879,0
31,1,159816,8,3,2,922679,1
9,0,29763,1,9,7,360223,0
28,1,97507,1,9,7,639745,1
30,0,191921,5,8,1,1201139,1
11,0,167381,7,2,4,1193215,0
14,0,36245,6,1,1,475474,0
14,1,169346,9,6,5,1426549,0
72,0,164557,7,0,1,1091833,1
15,0,204153,3,2,0,3296291,0
49,0,86519,2,2,7,425292,1
6,1,139230,8,4,6,1851872,0
75,0,172748,9,9,7,1105695,1
49,0,34507,3,3,5,316401,0
18,1,195915,4,9,4,2658079,1
48,0,62077,6,5,1,552593,1
0,0,120174,9,0,6,2086983,1
16,0,114755,2,4,0,1735509,0
35,0,14260,5,8,0,229883,1
11,1,46992,0,8,5,470786,0
2,0,30501,1,4,0,201689,0
68,1,227750,3,6,6,1841237,1
62,1,25162,5,6,6,228742,0
68,0,50800,6,6,3,360057,1
2,1,42600,2,7,2,572020,0
53,0,81895,3,8,6,1506982,1
44,1,51936,5,6,2,653292,1
9,1,192495,4,2,2,2569753,0
43,1,170441,0,1,0,1255193,1
43,0,210146,2,7,6,2142750,1
66,1,102945,2,1,2,2070869,0
72,1,179870,6,7,6,3050017,1
30,1,44571,9,2,7,545421,1
2,0,215374,8,6,7,2085537,0
80,0,112033,6,5,3,1123120,1
39,1,100388,2,6,0,1665204,1
26,0,93040,9,7,3,705780,1
75,0,31134,8,4,6,297780,0
78,1,152024,8,9,5,1007765,1
61,0,150880,0,0,7,2184299,1
49,0,162955,5,1,7,1719851,1
77,0,114649,1,2,4,2044845,1
63,1,137957,7,8,1,1278864,1
72,1,164969,8,9,1,2137478,1
14,0,185918,3,7,1,2752750,0
43,1,23869,8,9,4,390784,1
45,1,170886,9,0,5,2284828,1
58,0,161989,8,0,7,1014115,1
75,0,160424,7,8,7,2575871,1
76,1,188810,9,5,6,2625109,1
78,1,20928,5,4,4,361086,0
62,0,39692,2,0,4,794218,0
20,0,144403,9,4,0,1046308,1
53,0,219383,7,9,2,3885303,1
56,0,178610,9,0,4,3287430,1
51,0,218929,9,0,4,1738787,1
66,1,170147,7,1,2,1773324,1
52,0,173331,8,1,4,1942174,1
47,1,144206,4,2,4,1320155,1
19,1,154010,4,4,0,748825,1
0,1,33461,1,9,2,259646,0
51,1,184079,9,2,7,2276517,1
29,1,192503,5,2,4,2138958,1
41,1,29629,3,7,2,221036,1
21,1,170850,8,0,5,2329615,1
62,0,230963,1,2,2,3597130,1
7,0,49316,7,6,6,532855,0
30,0,65329,3,7,2,537700,1
18,1,194667,3,9,5,3594610,1
49,0,94859,0,4,1,1400185,1
76,0,197323,0,2,7,3401640,1
23,0,226002,6,7,4,2386273,1
48,1,46668,7,8,3,716877,1
76,0,229968,6,6,7,1273791,1
9,0,30195,4,2,6,329318,0
62,0,12985,0,4,7,199942,0
51,1,124382,6,5,0,1628520,1
71,1,67505,1,8,5,715951,0
47,0,51559,6,9,4,398875,0
5,1,224917,5,4,4,4217083,0
6,0,13824,1,4,6,128746,0
12,1,76013,7,3,3,1159086,0
28,1,208453,8,5,2,3326171,1
37,1,145701,5,8,0,1954305,1
37,1,191678,0,1,0,2148463,1
69,0,10792,6,1,1,66637,0
37,0,217616,7,5,3,2735070,1
54,1,226844,4,4,3,1451209,1
9,1,104449,0,0,1,1302237,0
16,1,105387,0,9,3,930980,0
17,0,23907,9,1,1,198380,0
41,1,13239,1,9,2,157517,0
48,0,49612,6,9,2,345506,0
53,0,173951,1,2,4,1188793,1
37,1,46366,4,7,1,283033,1
7,1,136866,7,4,6,1054761,0
42,0,128025,5,4,2,2472487,1
72,0,229223,1,4,0,2532802,1
37,0,154372,6,6,5,854714,1
13,1,154687,0,4,4,903962,0
50,1,91666,2,7,1,1170586,1
56,0,44103,7,3,6,653817,0
67,1,47597,2,7,1,901135,1
3,0,144461,2,8,6,884989,0
17,1,177599,3,9,1,2745019,0
41,0,128181,7,4,1,1538168,1
78,0,125910,0,1,1,1807419,1
39,0,122647,9,4,7,2434662,1
48,1,221299,0,7,2,2758524,1
51,0,79278,0,0,6,497251,1
74,1,152449,4,2,5,1274225,1
67,1,180316,6,9,0,2726620,1
1,0,112760,8,7,7,1726126,0
65,1,240748,6,6,1,4618700,1
73,1,14858,8,3,0,218077,0
63,0,207057,6,7,1,1176607,1
75,0,116888,9,8,5,1515674,1
78,0,101150,5,4,6,1409989,1
46,0,21301,0,1,5,124998,1
40,0,180484,8,5,1,3457645,1
9,0,219131,7,4,3,3598288,0
78,0,28055,2,8,0,382473,0
21,1,227789,6,3,4,2696497,1
69,1,72495,6,1,5,1244767,1
25,0,118575,7,1,7,597215,1
17,0,17749,3,2,0,69593,0
23,0,58017,3,0,3,728212,1
45,0,247772,7,6,1,4877840,1
24,1,79283,8,4,7,1104728,1
69,1,223058,8,7,0,3728969,1
63,0,187480,0,5,0,3318759,1
8,1,136552,5,0,6,1540946,1
66,1,167879,1,3,7,2562580,1
43,1,87521,8,2,3,1537063,1
26,1,44247,1,0,2,793409,1
50,1,153973,7,0,7,3007395,1
18,1,44171,9,0,3,430213,1
41,0,144950,2,0,2,1116422,1
49,1,97160,0,4,1,915158,1
47,0,137872,7,9,2,2452323,1
78,1,63096,9,1,1,379727,0
27,1,97753,1,7,3,641311,0
74,0,146902,1,3,6,2798671,0
57,1,102662,5,6,5,2076807,1
39,0,244625,1,9,2,4732119,1
77,1,216337,5,3,0,1129340,1
64,0,125603,9,2,5,1323652,1
50,0,239669,1,1,4,3279746,1
20,0,107661,2,6,2,983921,1
58,1,67300,5,8,2,1410344,0
20,1,135491,7,3,0,650930,1
25,0,123286,2,1,6,1341783,1
46,1,137157,2,0,7,1842368,1
15,1,209530,1,0,0,2980485,1
47,0,183802,2,1,4,1945062,1
18,1,156509,6,7,2,3089544,1
28,1,135596,3,2,4,1497164,1
53,0,196691,8,7,6,3065507,1
22,0,93452,3,2,0,1535228,1
27,0,214685,9,2,7,2552058,1
18,0,81633,9,1,4,738134,1
71,1,150750,5,6,0,1884285,1
69,1,168384,8,3,3,1772506,1
10,0,246997,1,8,1,3001211,0
72,0,57719,9,5,3,1043825,0
63,1,201738,7,3,4,3362325,1
31,0,204095,0,3,1,2243864,1
36,1,220861,2,7,7,1696401,1
50,1,59314,2,2,0,469074,1
78,1,129191,0,5,4,2315103,1
70,1,30742,3,6,4,257520,0
0,0,32769,5,9,7,234962,0
32,0,79428,0,1,0,420104,1
68,1,196502,8,2,2,2176604,1
64,0,48250,0,7,1,990850,0
33,0,168178,1,3,7,1341960,1
32,0,84710,9,9,5,1435136,1
13,1,188625,6,3,5,2630975,0
30,1,186092,3,1,5,1654359,1
66,1,33439,3,1,3,357214,0
3,1,221634,6,3,6,3274722,0
28,1,35236,3,1,7,489775,0
27,0,88179,9,7,0,988803,0
48,0,211513,6,2,3,1437396,1
2,1,91122,9,7,2,1781784,0
68,1,68791,6,5,2,756434,1
74,1,105352,7,3,5,713204,0
33,1,17139,4,3,5,134807,0
12,0,195092,2,0,0,1052876,0
37,0,228474,4,2,1,1882060,1
43,1,198059,7,7,6,3000722,1
16,1,61464,2,5,3,550642,0
24,1,87219,4,9,2,1199625,1
63,1,60734,9,2,3,451921,0
66,1,148904,1,6,7,805190,0
53,0,90630,3,9,7,522944,0
16,1,158404,7,4,0,2927306,0
14,1,180492,6,3,3,2325451,1
38,1,166453,5,6,3,1587558,1
15,0,229724,9,2,0,1643590,0
68,1,141661,6,0,0,751294,1
79,0,89134,7,8,0,1444235,1
41,1,42022,6,8,6,369430,1
14,0,138773,7,1,7,2208392,0
33,0,178899,7,3,1,2876124,1
60,0,246109,8,0,6,1925781,1
6,0,239766,3,2,5,2227876,0
66,1,189779,4,3,1,3429207,1
58,0,61761,0,7,4,832131,0
17,0,220924,2,7,0,4167313,0
8,0,234589,7,7,2,3196855,0
68,0,247756,6,2,5,3415291,1
45,0,172333,7,0,1,1019155,1
41,1,224072,6,5,0,3012677,1
33,0,88944,4,6,4,498246,1
66,0,162067,9,8,3,1077507,1
21,0,55805,1,9,5,673174,0
49,1,200076,0,8,5,2396405,1
74,0,60998,0,1,6,1047157,1
1,0,108452,5,7,0,513577,0
19,0,68001,5,5,2,940355,0
43,1,219637,8,1,3,3591071,1
49,0,137343,2,5,3,1088923,1
7,0,48664,8,1,7,949698,0
47,1,120210,9,3,3,1852616,1
42,1,123812,5,5,4,877598,1
73,0,55706,8,6,4,1105382,1
36,0,212222,0,1,5,1411912,1
21,0,202789,5,7,7,2214604,1
79,1,33119,8,8,1,315536,0
40,0,96821,7,8,4,1344758,1
55,0,192482,7,9,5,3423305,1
62,0,131298,1,3,7,2356766,1
55,0,92593,1,1,6,1396406,1
56,1,106548,2,4,1,865737,1
54,1,235522,1,2,4,4604496,1
52,1,199702,1,2,7,1756938,1
29,1,46317,2,3,0,721778,1
19,0,82287,4,6,2,929043,1
42,0,91099,7,5,6,704570,1
14,0,96544,7,0,4,1247890,0
50,0,62620,3,1,0,367554,1
2,0,143523,3,8,5,1350689,1
54,0,107229,6,9,5,1439640,1
40,1,53237,5,7,7,615435,1
53,0,180632,7,4,2,3542609,1
38,0,203795,4,2,4,3724052,1
70,1,107081,3,7,5,1624514,0
57,0,112876,4,0,2,1975584,1
24,0,247031,5,4,7,4368644,1
6,0,189788,2,9,2,3506254,0
11,0,114448,8,4,2,875426,0
57,0,56032,2,2,2,1101669,1
